"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"LT-MS-0224-MAX","MSI GS43VR Phantom Pro-069 - MAX","Inputs:
2 x 16GB DDR4 2400MHz Laptop RAM
1 x 2TB 5400rpm HDD 2.5"" 9.5mm
1 x 1TB M.2 2280 PCIe NVMe

Outputs:
2 x 8GB DDR4 2400MHz Laptop RAM
1 x 1TB 7200rpm HDD 2.5"" 9.5mm
1 x 128GB M.2 2280 SATA SSD
","ea","824142138861","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GS43VR Phantom Pro-069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-FAN-0017","Cooler Master Jetflo High Performance Fan 120mm Gray Non-LED",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","R4JFDP20PRR1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0149-0B","ASUS GL553VD-DS71 - i7-7700HQ, 16GB RAM, 1TB HDD, GTX 1050 4GB, 15.6"" Full HD, Windows 10",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-001","ASUS GL502VM-DS74 i7-7700HQ, 16GB RAM, 128GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 128GB Toshiba M.2 NVMe 2280
Outputs: 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-002","ASUS GL502VM-DS74 i7-7700HQ, 16GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 256GB Intel 600p M.2 NVMe 2280
Outputs: 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-003","ASUS GL502VM-DS74 i7-7700HQ, 16GB RAM, 512GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 512GB Intel 600p M.2 NVMe 2280
Outputs: 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-004","ASUS GL502VM-DS74 i7-7700HQ, 24GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 1x16GB DDR4 2400MHz, 256GB Intel 600p M.2 NVMe 2280
Outputs: 1x8GB DDR4 2400MHz, 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-005","ASUS GL502VM-DS74 i7-7700HQ, 24GB RAM, 512GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 1x16GB DDR4 2400MHz, 512GB Intel 600p M.2 NVMe 2280
Outputs: 1x8GB DDR4 2400MHz, 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-006","ASUS GL502VM-DS74 i7-7700HQ, 24GB RAM, 1TB SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 1x16GB DDR4 2400MHz, 1TB M.2 SATA 2280
Outputs: 1x8GB DDR4 2400MHz, 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0152-CUK-007","ASUS GL502VM-DS74 i7-7700HQ, 24GB RAM, 1TB NVMe SSD + 1TB HDD, GTX 1060 6GB, 15.6"" Full HD, Windows 10","Inputs: 1x16GB DDR4 2400MHz, 1TB Intel 600p M.2 NVMe 2280
Outputs: 1x8GB DDR4 2400MHz, 128GB M.2 SATA 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL502VM-DB74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0199-B","MSI GT73VR TITAN-017 I7-6820HK 16GB RAM 128GB M.2 NVMe 1TB 7200 GTX 1070 DVDRW FHD W10","USED VERY GOOD
i7-6820HK Quad Core Processor
16GB DDR4 RAM (2x8GB)
128GB M.2 NVME SSD + 1TB 7200rpm
NVIDIA Geforce GTX 1070 8GB GDDR5
17.3"" Full HD Display (1920 x 1080)
No Optical Drive
Killer 1535 AC Wireless + Bluetooth 4.1
Full Color Backlit KB
Windows 10","ea","824142133590","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GT73VR TITAN-017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ST-WV-0001","Remove ""Warranty Void if Removed"" Sticker",,"hr",,"Service","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","ST-WV-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WC-CU-0001","CUK Warranty Card",,"hr",,"Service","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","WC-CU-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-RAM-0023","8GB DDR3 1333Mhz kit 10600R Desktop RAM",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","MRA4U280HHHH8GX2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0215-CUK-001-S","MSI GT62VR Dominator Pro-087 i7-6700HQ 32GB RAM 256GB SSD + 1TB HDD NVIDIA Geforce GTX 1070 8GB 15.6"" Full HD Windows 10","Input: 2x16GB
Output: 2x8GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GT62VR Dominator Pro-087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-RAM-0024","Team Group Team Dark 8GB DDR4 3000MHZ RED (TDRED416G3000HC16CDC01)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","TDKED416G3000HC16ADC01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-RAM-0025","Team Group Team Vulcan 8GB DDR4 3000MHZ Grey (TLGD416G3000HC16CDC01)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","TLGD416G3000HC16CDC01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0001-CUK-006","CUK Trion Gaming Desktop (Spec Alpha Black/Red, Liquid Cooled i7-7700K, 16GB RAM, 256GB PCIe SSD, 1TB HDD, GTX 1070, Windows 10)","Inputs: Spec Alpha Black/Red, MSI Z270A Motherboard, i7-7700K, 2x8GB DDR4-2400, 256GB M.2 AHCI 2280, 1TB@7200 DT, MSI Aero GTX 1070, Windows 10, 4 x Corsair 120mm Red LED Fans, Corsair H60 CPU Cooler, EVGA 500W Power Supply

Outputs: 1 x Corsair 120mm Black Fan","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0001-CUK-006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0001-CUK-007","CUK Trion Gaming Desktop (Spec Alpha Black/Red, Liquid Cooled i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB HDD, GTX 1080, Windows 10)","Inputs: Spec Alpha Black/Red, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4-2400, 512GB M.2 NVMe 2280, 4TB@7200 DT, MSI Aero GTX 1080, W10H INJ, 4 x Corsair 120mm Red LED Fans, Corsair H60 CPU Cooler, EVGA 500W Power Supply

Outputs: 1 x Corsair 120mm Black Fan","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0001-CUK-007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0001-CUK-008","CUK Trion Dual Build Gaming Desktop (Spec Alpha Black/Red, i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB SSHD, 2 x GTX 1080, Windows 10)","Inputs: Spec Alpha Black/Red, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4 RAM, 512GB Intel 600p M.2 NVMe 2280, 4TB SSHD, 2 x MSI AERO GTX 1080, Windows 10, 4 x Corsair 120mm Red LED Fans, Corsair Hydro H60 CPU Cooler, EVGA 700W Power Supply

Outputs: 1 x Corsair 120mm Black Fan","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","DT-CU-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0002-CUK-007","CUK Trion Gaming Desktop (Spec Alpha White/Blue, Liquid Cooled i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB HDD, GTX 1080, Windows 10)","Inputs: Spec Alpha White/Blue, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4-2400, 512GB M.2 NVMe SSD, 4TB@7200 DT, MSI Aero GTX 1080, W10H INJ, 4 x Rosewill 120mm Blue LED Fans, Corsair H60 CPU Cooler, EVGA 500W Power Supply

Outputs: 1 x Corsair 120mm Black Fan, 2 x Corsair 120mm Red LED Fan","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0002-CUK-007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0002-CUK-008","CUK Trion Dual Build Gaming Desktop (Spec Alpha White/Blue, i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB SSHD, 2 x GTX 1080, Windows 10)","Inputs: Spec Alpha White/Blue, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4 RAM, 512GB NVMe SSD, 4TB SSHD, 2 x MSI AERO GTX 1080, Windows 10, 4 x Rosewill 120mm Blue LED Fans, Corsair Hydro H60 CPU Cooler, EVGA 700W Power Supply

Outputs: 1 x Corsair 120mm Black Fan, 2 x Corsair 120mm Red LED Fan","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","DT-CU-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0003-CUK-006","CUK Annihilator Gaming Desktop (Phantom Gun Metal, Liquid Cooled i7-7700K, 16GB RAM, 256GB PCIe SSD, 1TB HDD, GTX 1070, Windows 10)","Inputs: Spec Alpha White/Blue, MSI Z270A Motherboard, i7-7700K, 2x8GB DDR4-2400, 256GB M.2 AHCI 2280, 1TB@7200 DT, 2 x MSI AERO GTX 1080 Ti, Windows 10, 4 x Jetflo Blue LED Fans, Corsair H60 CPU Cooler, EVGA 850W Power Supply, MSI HB Bridge

Outputs: 1 x Corsair 120mm Black Fan, 2 x Corsair 120mm Red LED Fan","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0003-CUK-006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0003-CUK-007","CUK Annihilator Gaming Desktop (Phantom Gun Metal, Liquid Cooled i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB HDD, GTX 1080, Windows 10)","Inputs: Phantom Gun Metal, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4-2400, 512GB M.2 NVMe 2280, 4TB@7200 DT,1 x SATA Cable, MSI Aero GTX 1080, W10H INJ, 5 x Corsair 120mm Red LED Fans, Corsair H60 CPU Cooler, EVGA 500W Power Supply

Outputs: 1 x NXZT 140mm White LED Fan, 1 x NZXT White non-LED Fan, 1 x 120mm Corsair Gray non-LED Fan","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0003-CUK-007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0003-CUK-008","CUK Annihilator Dual Build Gaming Desktop (Phantom Gun Metal, i7-7700K, 32GB RAM, 512GB NVMe SSD, 4TB SSHD, 2 x GTX 1080, Windows 10)","Inputs: Phantom Gun Metal, MSI Z270A Motherboard, i7-7700K, 4x8GB DDR4 RAM, 512GB NVMe SSD, 4TB SSHD,1 x SATA Cable, 2 x MSI AERO GTX 1080, Windows 10, 5 x Corsair 120mm Red LED Fans, Corsair Hydro H60 CPU Cooler, EVGA 700W Power Supply

Outputs: 1 x NXZT 140mm White LED Fan, 1 x NZXT White non-LED Fan, 1 x 120mm Corsair Gray non-LED Fan","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","DT-CU-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-GB-0028-B","Gigabyte Brix GB-BACE-3150 Ultra Compact PC (Intel Celeron N3150, 4GB RAM, 500GB HDD, Windows 10) - Used Very Good","Intel Celeron N3150 Quad Core Processor (2MB Cache, 1.6GHz-2.0GHz) 6W
Intel HD Graphics
4GB RAM DDR3 1600MHz
500GB Hard Disk Drive
No Optical Disk Drive
4 x USB 3.0, 1 x HDMI, 1 x VGA, 1 x Micro SD Card Slot, 1 x Headphone/Microphone, 1 x RJ-45
VESA Brackets Included
802.11 AC + Bluetooth 4.0
Windows 10 x64
4.24"" x 2.21"" x 4.5""","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GB-BACE-3150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MB-AS-0001","Asus Prime B250M-K Motherboard (90MB0T10-M0AAY0)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","90MB0T10-M0AAY0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LE-0042","Lenovo ThinkServer TS140 70A40083UX","Processor	Core i3-4150 2C/3.5GHz/3MB/54W/DDR3-1600			
Memory	1x8GB UDIMM DDR3-1600 ECC			
RAID Controller	RAID 100			
Disk Bays	3x3.5"" DC			
Storage	Open			
Optical	HH DVD±RW			
Add-on NIC	None			
Add-on Ports	None			
System Management	ISM			
Operating System	None			
Warranty	1-year			
Power Supply	280W 85% Fixed","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","70A40083UX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-MSI-0006-UF","MSI Vortex G65 6QF SLI-002","Intel Core i7-6700HK Quad Core Processor (8MB Cache, 3.4GHz-4GHz) 65W
NVIDIA GeForce GTX 980 SLI 16GB GDDR5 (2x8GB)
32GB DDR4 2133MHz
2x128GB Solid State Drive + 1TB 7200rpm Hard Disk Drive
No Optical Disk Drive
4 x USB 3.0, 2 x HDMI, 2 x Mini Display Ports, 2 x Thunderbolt
802.11 AC + Bluetooth 4.1
Windows 10 x64
Power Adaptor 450W Built-In
10.55"" x 7.61"" x 7.01""
8.8 lbs","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","G65 6QF SLI-002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0126-UF","ASUS Chromebook Flip C100PA-DB01 10.1-Inch Convertible 2 in 1 Touchscreen (Rockchip, 2 GB, 16GB SSD, Silver)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0211-UF","MSI GT73VR Titan 4K-225","i7-6820HK Quad Core Processor
16GB DDR4 2133MHz RAM
1TB 7200rpm Hard Disk Drive
NVIDIA Geforce GTX 1080 8GB GDDR5X
No Optical Drive
17.3"" UHD 4K eDP IPS Display (3840 x 2160)
Windows 10
Killer 1535 802.11 AC Wireless + Bluetooth 4.1
5 x USB 3.0, 1 x HDMI, 1 x mDP, 1 x Thunderbolt
8-Cell Lithium Ion Battery (75WHr)","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","4K-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-DE-0039","Dell Latitude E7450 Ultrabook (LE7450-I5258T-PON)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","LE7450-I5258T-PON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-DE-0040","Dell Latitude E7250 Ultrabook (LE7250-I5258TP-PON)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","LE7250-I5258TP-PON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-LE-0358","Lenovo Y700 Gaming (80NW000PUS)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","80NW000PUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSD-0067","Kingfast P600 Portable SSD 120GB (Gold)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","P600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CPU-0003","DEEPCOOL GAMMAXX 400 CPU Cooler 4 Heatpipes 120mm PWM Fan with Blue LED",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GAMMAXX 400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0218-0B","CUK MSI GP62MVR Leopard Pro-218 Virtual Reality Laptop Computer (i7-6700HQ, 16GB RAM, 1TB HDD, NVIDIA Geforce GTX 1060 3GB, 15.6"" Full HD, Windows 10) - 2016 New Gaming Notebook","i7-6700HQ
16GB DDR4 RAM
1TB 7200rpm Hard Disk Drive
NVIDIA GTX 1060 3GB
15.6"" Full HD Display (1920 x 1080)
No ODD
Windows 10
6-Cell Lithium-Ion Battery
2 x USB 3.0, 1 x USB 3.1 (Type C), 1 x USB 2.0, 1 x HDMI, 1 x mDP, 1 x Mic, 1 x Headphone, 3-in-1 Card Reader
Backlit KB with Silver Lining","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Leopard Pro-218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236","MSI GL62M 7RE-623","15.6"" Full HD Display (1920 x 1080)
NVIDIA Geforce GTX 1050Ti 4GB GDDR5
Intel Core i7-7700HQ Quad Core Processor (6MB Cache, 2.8GHz-3.8GHz) 45W
8GB DDR4 2400MHz RAM
1TB 7200rpm Hard Disk Drive
No Optical Disk Drive
1 x Type-C USB 3.0,  2 x Type-A USB 3.0, 1 x Type-A USB 2.0, 1 x RJ45, 1 x SD (XC/HC), 1 x (4K @ 30Hz) HDMI, 1 x Mini-DisplayPort, 1 x Mic-in, 1 x Headphone-out (SPDIF)
HD type (30fps@720p)
Full Size Keyboard
802.11 AC + Bluetooth 4.2
Windows 10 x64
6-Cell Battery (41WHr)
15"" x 10.2"" x 1.1""
4.8 lbs","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GL62M 7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-GB-0028-C","Gigabyte Brix GB-BACE-3150 Ultra Compact PC (Intel Celeron N3150, 4GB RAM, 500GB HDD, Windows 10) GOOD","Intel Celeron N3150 Quad Core Processor (2MB Cache, 1.6GHz-2.0GHz) 6W
Intel HD Graphics
4GB RAM DDR3 1600MHz
500GB Hard Disk Drive
No Optical Disk Drive
4 x USB 3.0, 1 x HDMI, 1 x VGA, 1 x Micro SD Card Slot, 1 x Headphone/Microphone, 1 x RJ-45
VESA Brackets Included
802.11 AC + Bluetooth 4.0
Windows 10 x64
4.24"" x 2.21"" x 4.5""","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GB-BACE-3150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-CP-0001-0B","CyberPower Sinewave PR750LCD 750 VA 525W 6 Outlets Mini-tower UPS","750 VA 525W
6 Outlets
USB Cable, Serial Cable, EPO Cable
6.40"" x 13.70"" x 5.40"" (H x W x D)
27 lbs","ea","4.71344E+12","Inventory","true","N","1","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","PR750LCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236-CUK-001","MSI GL62M 7RE-623 - i7-7700HQ, 16GB RAM, 128GB NVMe SSD + 1TB HDD, GTX 1050Ti, Windows 10","Input: 2x8GB DDR4-2400 + 128GB M.2 NVMe 2280
Ouput: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL62M 7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236-CUK-002","MSI GL62M 7RE-623 - i7-7700HQ, 16GB RAM, 256GB PCIe SSD + 1TB HDD, GTX 1050Ti, Windows 10","Input: 2x8GB DDR4-2400 + 256GB M.2 NVMe 2280
Ouput: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236-CUK-003","MSI GL62M 7RE-623 - i7-7700HQ, 16GB RAM, 512GB NVMe SSD + 1TB HDD, GTX 1050Ti, Windows 10","Input: 2x8GB DDR4-2400 + 512GB M.2 NVMe 2280
Ouput: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL62M 7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0236-CUK-004","MSI GL62M 7RE-623 - i7-7700HQ, 32GB RAM, 512GB NVMe SSD + 1TB HDD, GTX 1050Ti, Windows 10","Input: 2x16GB DDR4-2400 + 512GB M.2 NVMe 2280
Ouput: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL62M 7RE-623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0438-0B","HP Pavilion x360 13t Touch V5M17AV - Gold, Win10,i5-7200, 8GB, 128GB SSD, HD Touch, BT - Open Box","Gold - Win10 Home, i5-7200, 8GB, 128GB SSD, HD (1366x768) Touch, Island-style Keyboard, 1x1 BT

Windows 10 Home 64
Intel® Core™ i5-7200U (2.5 GHz, up to 3.1 GHz, 3 MB cache, 2 cores) + Intel® HD Graphics 620 (For SSD)
8GB DDR4-2133 SDRAM (1 x 8GB)
13.3"" diagonal HD IPS UWVA WLED-backlit edge-to-edge glass (1366 x 768) Touchscreen
128GB M.2 SSD
3-cell 41 WHr Lithium-ion Battery
No DVD or CD Drive
Full-size island-style keyboard
HP Wide Vision HD Webcam with Dual Digital Microphone (Modern Gold)
802.11b/g/n (1x1) and Bluetooth® 4.0 combo","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","V5M17AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0222-CUK-002-S","MSI GT72VR Dominator Pro-288 (Intel Skylake i7-6700HQ, 16GB RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1070 8GB) - Best Gaming Windows 10 Laptop Computer","Input: 128GB M.2 SATA 2280
Output: None","ea","824142126301","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GS72 Stealth-042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-060","Gigabyte GTX 1050 D5 2G (GV-N1050D5-2GD)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GV-N1050D5-2GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0224-CUK-001","MSI GS43VR Phantom Pro-069 i7-7700HQ, 16GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1060 6GB, 14"" Full HD, Windows 10","Inputs: 256GB Intel 600p M.2 NVMe 2280
Outputs: 128GB M.2 SATA 2280","ea","824142132395","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GS43VR Phantom Pro-006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
